x-axis,1,2
second,Volt,Volt
-100.0000E-06,-232.6809280E-03,-358.1281751E-03
-99.9000E-06,-364.7699431E-03,-1.1629523252E+00
-99.8000E-06,-313.0829372E-03,-1.1066709161E+00
-99.7000E-06,-333.1834394E-03,-1.1066709161E+00
-99.6000E-06,-353.2839417E-03,-1.0278769433E+00
-99.5000E-06,-373.3844440E-03,-988.4799570E-03
-99.4000E-06,-384.8704454E-03,-988.4799570E-03
-99.3000E-06,-393.4849463E-03,-949.0829706E-03
-99.2000E-06,-413.5854486E-03,-926.5704070E-03
-99.1000E-06,-413.5854486E-03,-870.2889979E-03
-99.0000E-06,-433.6859509E-03,-859.0327161E-03
-98.9000E-06,-453.7864532E-03,-830.8920115E-03
-98.8000E-06,-473.8869555E-03,-859.0327161E-03
-98.7000E-06,-473.8869555E-03,-791.4950252E-03
-98.6000E-06,-493.9874578E-03,-791.4950252E-03
-98.5000E-06,-514.0879601E-03,-735.2136161E-03
-98.4000E-06,-514.0879601E-03,-718.3291933E-03
-98.3000E-06,-528.4454618E-03,-684.5603479E-03
-98.2000E-06,-519.8309608E-03,-673.3040661E-03
-98.1000E-06,-551.4174644E-03,-673.3040661E-03
-98.0000E-06,-554.2889647E-03,-673.3040661E-03
-97.9000E-06,-554.2889647E-03,-673.3040661E-03
-97.8000E-06,-554.2889647E-03,-594.5100933E-03
-97.7000E-06,-574.3894670E-03,-628.2789388E-03
-97.6000E-06,-580.1324677E-03,-594.5100933E-03
-97.5000E-06,-594.4899693E-03,-583.2538115E-03
-97.4000E-06,-611.7189713E-03,-555.1131070E-03
-97.3000E-06,-605.9759706E-03,-532.6005433E-03
-97.2000E-06,-614.5904716E-03,-555.1131070E-03
-97.1000E-06,-603.1044703E-03,-498.8316979E-03
-97.0000E-06,-617.4619719E-03,-476.3191342E-03
-96.9000E-06,-640.4339746E-03,-476.3191342E-03
-96.8000E-06,-640.4339746E-03,-476.3191342E-03
-96.7000E-06,-654.7914762E-03,-465.0628524E-03
-96.6000E-06,-666.2774775E-03,-414.4095842E-03
-96.5000E-06,-654.7914762E-03,-397.5251615E-03
-96.4000E-06,-674.8919785E-03,-380.6407388E-03
-96.3000E-06,-692.1209805E-03,-397.5251615E-03
-96.2000E-06,-674.8919785E-03,-358.1281751E-03
-96.1000E-06,-680.6349792E-03,-397.5251615E-03
-96.0000E-06,-692.1209805E-03,-358.1281751E-03
-95.9000E-06,-694.9924808E-03,-358.1281751E-03
-95.8000E-06,-715.0929831E-03,-318.7311888E-03
