x-axis,1,2,F1
-96.5000E-06,+541.9836754E-03,+849.4423496E-03,-307.3487655E-03
-96.4000E-06,+543.2616909E-03,+842.0300060E-03,-298.6612462E-03
-96.3000E-06,+543.9432260E-03,+835.1926197E-03,-291.1523693E-03
-96.2000E-06,+544.8603138E-03,+827.7933201E-03,-282.8302978E-03
-96.1000E-06,+545.7774016E-03,+820.6919290E-03,-274.8144110E-03
-96.0000E-06,+546.6004131E-03,+813.4181249E-03,-266.7235118E-03
-95.9000E-06,+547.3227809E-03,+806.8539762E-03,-259.4509543E-03
-95.8000E-06,+548.4281120E-03,+799.5173640E-03,-251.0068969E-03
-95.7000E-06,+548.9367516E-03,+792.3376363E-03,-243.3175115E-03
-95.6000E-06,+549.3482874E-03,+785.3369793E-03,-235.9101592E-03
-95.5000E-06,+550.1334633E-03,+778.4307604E-03,-228.2179499E-03
-95.4000E-06,+551.0131377E-03,+771.4927004E-03,-220.4166612E-03
-95.3000E-06,+551.2327095E-03,+764.7275962E-03,-213.4237442E-03
-95.2000E-06,+552.0149184E-03,+757.9121249E-03,-205.8355365E-03
-95.1000E-06,+552.7750313E-03,+750.9085611E-03,-198.0798076E-03
-95.0000E-06,+553.5099004E-03,+743.9616603E-03,-190.4005197E-03
-94.9000E-06,+554.2288791E-03,+737.8242143E-03,-183.5359903E-03
-94.8000E-06,+555.1869806E-03,+731.2043977E-03,-175.9584614E-03
-94.7000E-06,+556.3428898E-03,+725.0104698E-03,-168.6248614E-03
-94.6000E-06,+557.2283776E-03,+718.3359321E-03,-161.0707997E-03
-94.5000E-06,+558.2204431E-03,+711.9731009E-03,-153.7061926E-03
-94.4000E-06,+558.7207545E-03,+706.2692866E-03,-147.5155007E-03
-94.3000E-06,+559.7630664E-03,+700.0228085E-03,-140.2262528E-03
-94.2000E-06,+560.8812304E-03,+694.0894359E-03,-133.1689536E-03
-94.1000E-06,+561.2676129E-03,+688.0314121E-03,-126.7346986E-03
-94.0000E-06,+562.2573747E-03,+681.9319223E-03,-119.6373336E-03
-93.9000E-06,+562.9289836E-03,+676.1915690E-03,-113.2285520E-03
-93.8000E-06,+563.0081042E-03,+670.5340995E-03,-107.4885997E-03
-93.7000E-06,+564.3802262E-03,+664.0773124E-03,-99.6759739E-03
-93.6000E-06,+564.8503367E-03,+658.4653915E-03,-93.5876334E-03
-93.5000E-06,+565.4598611E-03,+652.5975226E-03,-87.1186082E-03
-93.4000E-06,+566.5158503E-03,+646.8158541E-03,-80.2852507E-03
-93.3000E-06,+566.8330685E-03,+641.3134779E-03,-74.4719173E-03
-93.2000E-06,+567.4358448E-03,+635.3897602E-03,-67.9395842E-03
-93.1000E-06,+567.7968629E-03,+629.6267080E-03,-61.8305143E-03
-93.0000E-06,+568.3807817E-03,+624.3951149E-03,-55.9966033E-03
-92.9000E-06,+568.8991666E-03,+618.0967923E-03,-49.1924735E-03
-92.8000E-06,+569.2480452E-03,+613.0945767E-03,-43.8445392E-03
-92.7000E-06,+570.0769304E-03,+607.5948358E-03,-37.5133820E-03
-92.6000E-06,+570.1122814E-03,+602.4184886E-03,-32.3060294E-03
-92.5000E-06,+571.0980209E-03,+597.0541393E-03,-25.9705032E-03
-92.4000E-06,+571.5151893E-03,+591.4953413E-03,-19.9966876E-03
-92.3000E-06,+572.1787111E-03,+586.4358296E-03,-14.2665383E-03
-92.2000E-06,+572.6779973E-03,+581.4421835E-03,-8.7715665E-03
-92.1000E-06,+573.5884275E-03,+576.5237260E-03,-2.9476162E-03
-92.0000E-06,+574.1598449E-03,+571.2698863E-03,+2.8514326E-03
-91.9000E-06,+574.7847473E-03,+566.5233896E-03,+8.2223538E-03
-91.8000E-06,+574.8905410E-03,+561.1844651E-03,+13.6605395E-03
-91.7000E-06,+576.2103239E-03,+556.0623564E-03,+20.0983591E-03
-91.6000E-06,+576.8927635E-03,+551.3260573E-03,+25.5144183E-03
-91.5000E-06,+577.5991203E-03,+546.2543157E-03,+31.2939189E-03
-91.4000E-06,+578.2238115E-03,+541.2790144E-03,+36.8965694E-03
-91.3000E-06,+579.0809076E-03,+536.7118901E-03,+42.3108435E-03
-91.2000E-06,+579.3358304E-03,+531.4296284E-03,+47.8529858E-03
-91.1000E-06,+579.9888833E-03,+526.8846904E-03,+53.0523242E-03
-91.0000E-06,+580.4879283E-03,+522.1015943E-03,+58.3252087E-03
-90.9000E-06,+581.3580081E-03,+517.1642794E-03,+64.1360088E-03
-90.8000E-06,+581.6632075E-03,+512.7575191E-03,+68.8439195E-03
-90.7000E-06,+582.1091898E-03,+507.8551933E-03,+74.1834757E-03
-90.6000E-06,+582.7907249E-03,+503.2006502E-03,+79.5116236E-03
-90.5000E-06,+582.8903132E-03,+498.7972489E-03,+84.0186753E-03
-90.4000E-06,+583.5256543E-03,+494.6426553E-03,+88.8168656E-03
-90.3000E-06,+584.1257650E-03,+490.0949010E-03,+93.9606930E-03
-90.2000E-06,+584.8634806E-03,+485.7294257E-03,+99.0637516E-03
-90.1000E-06,+585.2839779E-03,+481.3388271E-03,+103.8737945E-03
-90.0000E-06,+585.2317896E-03,+477.5502813E-03,+107.5995379E-03
-89.9000E-06,+585.9126010E-03,+473.0404530E-03,+112.7919441E-03
-89.8000E-06,+586.4015690E-03,+468.8764759E-03,+117.4329375E-03
-89.7000E-06,+586.9548225E-03,+464.9693033E-03,+121.8954756E-03
-89.6000E-06,+587.5295688E-03,+460.8233094E-03,+126.6174404E-03
-89.5000E-06,+587.8535654E-03,+456.6965347E-03,+131.0748407E-03
-89.4000E-06,+588.0705320E-03,+452.4104815E-03,+135.5789466E-03
-89.3000E-06,+588.4128735E-03,+448.6723931E-03,+139.6440924E-03
-89.2000E-06,+588.8207791E-03,+444.2617914E-03,+144.4621402E-03
-89.1000E-06,+589.4503670E-03,+440.8363138E-03,+148.5114000E-03
-89.0000E-06,+589.4083584E-03,+437.0830284E-03,+152.2271510E-03
-88.9000E-06,+589.9824414E-03,+432.8837607E-03,+157.0039706E-03
-88.8000E-06,+590.4386514E-03,+428.9515855E-03,+161.3846635E-03
-88.7000E-06,+590.8718008E-03,+424.9053910E-03,+165.8648952E-03
-88.6000E-06,+591.3140924E-03,+421.6218421E-03,+169.5882837E-03
-88.5000E-06,+591.9680498E-03,+418.1605010E-03,+173.6967035E-03
-88.4000E-06,+592.1567754E-03,+414.3751030E-03,+177.6714385E-03
-88.3000E-06,+592.5208208E-03,+410.3999421E-03,+182.0071043E-03
-88.2000E-06,+593.2511852E-03,+407.2142629E-03,+185.9207817E-03
-88.1000E-06,+593.3121418E-03,+403.4708133E-03,+189.7293905E-03
-88.0000E-06,+593.6951653E-03,+399.7075112E-03,+193.8735482E-03
-87.9000E-06,+594.1982628E-03,+396.2597267E-03,+197.8206553E-03
-87.8000E-06,+594.9320164E-03,+392.8547471E-03,+201.9625686E-03
-87.7000E-06,+595.0933754E-03,+389.0260619E-03,+205.9492275E-03
-87.6000E-06,+595.3065006E-03,+385.7975478E-03,+209.3881489E-03
-87.5000E-06,+596.0665533E-03,+382.6222772E-03,+213.3119988E-03
-87.4000E-06,+596.3142154E-03,+379.3064349E-03,+216.8928706E-03
-87.3000E-06,+597.0728085E-03,+375.1189449E-03,+221.8378376E-03
-87.2000E-06,+597.3600672E-03,+371.5843447E-03,+225.6575605E-03
-87.1000E-06,+597.7652168E-03,+368.2925703E-03,+229.3463322E-03
-87.0000E-06,+598.1870105E-03,+365.3175317E-03,+232.7455554E-03
-86.9000E-06,+598.4382728E-03,+361.4803675E-03,+236.8345847E-03
-86.8000E-06,+599.0221313E-03,+358.6309450E-03,+240.2677607E-03
-86.7000E-06,+599.4992011E-03,+355.3050860E-03,+244.0572695E-03
-86.6000E-06,+600.0803940E-03,+352.0377714E-03,+247.9109787E-03
-86.5000E-06,+600.2900095E-03,+348.5156726E-03,+251.6398650E-03
-86.4000E-06,+600.6202718E-03,+345.5718421E-03,+254.9157109E-03
-86.3000E-06,+600.9472354E-03,+342.4453406E-03,+258.3550747E-03
-86.2000E-06,+601.2484125E-03,+338.9576580E-03,+262.1440999E-03
-86.1000E-06,+601.9253401E-03,+335.8316389E-03,+265.9534642E-03
-86.0000E-06,+602.1585411E-03,+332.9205240E-03,+269.0972512E-03
-85.9000E-06,+602.3749047E-03,+329.9591626E-03,+272.2733877E-03
-85.8000E-06,+602.8428623E-03,+326.7924616E-03,+275.9070609E-03
-85.7000E-06,+602.9949886E-03,+323.8665114E-03,+278.9863380E-03
-85.6000E-06,+603.5135544E-03,+321.0847032E-03,+282.2738997E-03
-85.5000E-06,+603.3847904E-03,+318.1280699E-03,+285.1140296E-03
-85.4000E-06,+603.9569315E-03,+315.3185332E-03,+288.4900726E-03
-85.3000E-06,+604.2376531E-03,+312.4817628E-03,+291.5982492E-03
-85.2000E-06,+604.5156366E-03,+309.6163594E-03,+294.7454505E-03
-85.1000E-06,+604.7159288E-03,+306.8466003E-03,+297.7160926E-03
-85.0000E-06,+604.9385582E-03,+303.7924891E-03,+300.9805736E-03
-84.9000E-06,+605.7281483E-03,+301.3918954E-03,+304.1851029E-03
-84.8000E-06,+605.5918221E-03,+298.5997991E-03,+306.8332244E-03
-84.7000E-06,+605.7989228E-03,+295.6096541E-03,+310.0275701E-03
-84.6000E-06,+605.9094022E-03,+292.8153445E-03,+312.9402616E-03
-84.5000E-06,+606.3361652E-03,+290.6628350E-03,+315.5181728E-03
-84.4000E-06,+606.5909373E-03,+287.9610642E-03,+318.4656440E-03
-84.3000E-06,+606.8370494E-03,+284.8425169E-03,+321.8298868E-03
-84.2000E-06,+607.0936428E-03,+282.5189511E-03,+324.4083907E-03
-84.1000E-06,+607.1715875E-03,+279.7715893E-03,+327.2420553E-03
-84.0000E-06,+607.4350195E-03,+277.3622754E-03,+329.9022187E-03
-83.9000E-06,+607.8248514E-03,+274.6249303E-03,+333.0291895E-03
-83.8000E-06,+608.0074018E-03,+272.2815723E-03,+335.5583008E-03
-83.7000E-06,+607.9705009E-03,+269.5234401E-03,+338.2843221E-03
-83.6000E-06,+608.2777025E-03,+267.2931366E-03,+340.8163173E-03
-83.5000E-06,+608.5032386E-03,+264.8151107E-03,+343.5257345E-03
-83.4000E-06,+608.5067785E-03,+262.2752717E-03,+346.0505124E-03
-83.3000E-06,+608.9533638E-03,+260.5333031E-03,+348.2552972E-03
-83.2000E-06,+609.0697772E-03,+257.8136396E-03,+351.0805143E-03
-83.1000E-06,+609.4024940E-03,+255.6096653E-03,+353.6273736E-03
-83.0000E-06,+609.5702516E-03,+253.1481631E-03,+356.2536181E-03
-82.9000E-06,+609.7507093E-03,+250.8106487E-03,+358.7558626E-03
-82.8000E-06,+610.0369306E-03,+248.8443500E-03,+361.0074973E-03
-82.7000E-06,+610.0955656E-03,+246.3991905E-03,+363.5109083E-03
-82.6000E-06,+610.4477429E-03,+244.2038281E-03,+366.0661923E-03
-82.5000E-06,+610.8273471E-03,+241.7628717E-03,+368.8767386E-03
-82.4000E-06,+611.1460427E-03,+239.7844336E-03,+371.1826862E-03
-82.3000E-06,+610.7988649E-03,+237.5166261E-03,+373.0962781E-03
-82.2000E-06,+611.2611899E-03,+235.3078457E-03,+375.7676734E-03
-82.1000E-06,+611.4341457E-03,+233.2349693E-03,+378.0101426E-03
-82.0000E-06,+611.6604958E-03,+231.3520547E-03,+380.1269713E-03
-81.9000E-06,+612.1489211E-03,+229.2428928E-03,+382.7180703E-03
-81.8000E-06,+612.0881454E-03,+227.1365649E-03,+384.7705824E-03
-81.7000E-06,+612.2758638E-03,+225.0049029E-03,+387.0738467E-03
-81.6000E-06,+612.6677885E-03,+222.8512655E-03,+389.6260445E-03
-81.5000E-06,+612.9780475E-03,+220.8293413E-03,+391.9578537E-03
-81.4000E-06,+612.8073229E-03,+218.7461467E-03,+393.8777814E-03
-81.3000E-06,+613.4121316E-03,+216.6254963E-03,+396.5917197E-03
-81.2000E-06,+613.4125838E-03,+214.9474513E-03,+398.2757481E-03
-81.1000E-06,+613.3360684E-03,+212.7830435E-03,+400.3678214E-03
-81.0000E-06,+614.1414586E-03,+210.8582409E-03,+403.0962916E-03
-80.9000E-06,+614.0636345E-03,+208.9011147E-03,+404.9744006E-03
-80.8000E-06,+614.2585957E-03,+206.9364140E-03,+407.1168190E-03
-80.7000E-06,+614.7643709E-03,+205.1266681E-03,+409.4338487E-03
-80.6000E-06,+615.4281217E-03,+202.9124661E-03,+412.3110402E-03
-80.5000E-06,+614.9271169E-03,+201.2942923E-03,+413.4390881E-03
-80.4000E-06,+615.3871504E-03,+199.2243226E-03,+415.9670031E-03
-80.3000E-06,+615.7389056E-03,+197.6559128E-03,+417.8842082E-03
-80.2000E-06,+615.5917665E-03,+195.5172793E-03,+419.8774198E-03
-80.1000E-06,+616.0609301E-03,+193.8445050E-03,+422.0094592E-03
-80.0000E-06,+616.0879953E-03,+192.2176109E-03,+423.6625707E-03
-79.9000E-06,+616.9442047E-03,+190.1365269E-03,+426.6105988E-03
-79.8000E-06,+616.6992383E-03,+188.3854462E-03,+428.1181370E-03
-79.7000E-06,+617.1500391E-03,+186.7873057E-03,+430.1591472E-03
-79.6000E-06,+617.3230250E-03,+184.8748536E-03,+432.2431425E-03
-79.5000E-06,+617.1715319E-03,+183.0476975E-03,+433.9155209E-03
-79.4000E-06,+617.3682419E-03,+181.2886503E-03,+435.8835080E-03
-79.3000E-06,+617.9726586E-03,+180.1604875E-03,+437.5980805E-03
-79.2000E-06,+618.0161267E-03,+177.9945420E-03,+439.8026815E-03
-79.1000E-06,+618.2966551E-03,+176.3635050E-03,+441.7353845E-03
-79.0000E-06,+618.2398716E-03,+174.6455317E-03,+443.3893773E-03
-78.9000E-06,+618.5010602E-03,+172.9084598E-03,+445.3774826E-03
-78.8000E-06,+618.9607018E-03,+171.1833643E-03,+447.5703889E-03
-78.7000E-06,+619.1867683E-03,+169.4675139E-03,+449.5042224E-03
-78.6000E-06,+619.1420762E-03,+168.5258154E-03,+450.4050941E-03
-78.5000E-06,+619.3399018E-03,+166.6377328E-03,+452.4908255E-03
-78.4000E-06,+619.5163070E-03,+165.2799033E-03,+454.0226466E-03
-78.3000E-06,+619.7680941E-03,+163.2805753E-03,+456.2784406E-03
-78.2000E-06,+619.1881251E-03,+161.8826969E-03,+457.0847738E-03
-78.1000E-06,+620.0026095E-03,+160.2916485E-03,+459.4848544E-03
-78.0000E-06,+620.4375801E-03,+158.5945952E-03,+461.6328138E-03
-77.9000E-06,+620.4067038E-03,+157.5257307E-03,+462.6555850E-03
-77.8000E-06,+620.3962829E-03,+155.8737134E-03,+464.3042410E-03
-77.7000E-06,+620.6676511E-03,+154.3994582E-03,+466.0436588E-03
-77.6000E-06,+620.9691598E-03,+152.8550437E-03,+467.8876294E-03
-77.5000E-06,+621.7398746E-03,+151.7813551E-03,+469.7301823E-03
-77.4000E-06,+621.1625230E-03,+150.0508202E-03,+470.8997209E-03
-77.3000E-06,+621.5308018E-03,+148.3739511E-03,+472.9333523E-03
-77.2000E-06,+621.9396420E-03,+147.4608253E-03,+474.2525218E-03
-77.1000E-06,+621.8914280E-03,+145.7156965E-03,+475.9602537E-03
-77.0000E-06,+621.7109279E-03,+144.6191280E-03,+476.8629699E-03
-76.9000E-06,+622.4242259E-03,+143.0743697E-03,+479.1231781E-03
-76.8000E-06,+622.2034659E-03,+142.0414233E-03,+479.9289075E-03
-76.7000E-06,+622.0638712E-03,+140.1706784E-03,+481.6686591E-03
-76.6000E-06,+622.5566382E-03,+139.2287811E-03,+483.1107985E-03
-76.5000E-06,+622.6520233E-03,+137.8040186E-03,+484.6155507E-03
-76.4000E-06,+622.9555220E-03,+136.1751100E-03,+486.5508491E-03
-76.3000E-06,+623.1416848E-03,+135.3790855E-03,+487.5384240E-03
-76.2000E-06,+623.0942848E-03,+134.1770606E-03,+488.6864947E-03
-76.1000E-06,+623.2561865E-03,+132.4961814E-03,+490.5327750E-03
-76.0000E-06,+623.3592545E-03,+131.2558809E-03,+491.8815002E-03
-75.9000E-06,+623.5739296E-03,+130.1734900E-03,+493.1731805E-03
-75.8000E-06,+623.5919608E-03,+129.0245702E-03,+494.3283144E-03
-75.7000E-06,+623.6647855E-03,+127.6392233E-03,+495.7852863E-03
-75.6000E-06,+624.0156663E-03,+126.4388812E-03,+497.3465451E-03
-75.5000E-06,+623.8937711E-03,+125.0855262E-03,+498.5851106E-03
-75.4000E-06,+624.4670400E-03,+123.9200225E-03,+500.3056008E-03
-75.3000E-06,+624.3376729E-03,+122.6555033E-03,+501.4464239E-03
-75.2000E-06,+624.3071584E-03,+121.7384155E-03,+502.3466727E-03
-75.1000E-06,+624.6994448E-03,+120.3901504E-03,+504.0719369E-03
-75.0000E-06,+624.8819047E-03,+119.5892650E-03,+505.0585500E-03
-74.9000E-06,+624.4724012E-03,+117.8044312E-03,+506.4352257E-03
-74.8000E-06,+624.9647763E-03,+116.7063910E-03,+508.0292314E-03
-74.7000E-06,+624.8448229E-03,+115.6423874E-03,+508.9636599E-03
-74.6000E-06,+624.9964969E-03,+114.7867989E-03,+509.9803012E-03
-74.5000E-06,+625.1017479E-03,+113.6058872E-03,+511.2649161E-03
-74.4000E-06,+625.2204227E-03,+112.5992578E-03,+512.3850227E-03
-74.3000E-06,+625.2145009E-03,+111.4102110E-03,+513.5569203E-03
-74.2000E-06,+625.4400068E-03,+110.2418609E-03,+514.9576162E-03
-74.1000E-06,+625.2163702E-03,+109.1378866E-03,+515.8414034E-03
-74.0000E-06,+625.6991027E-03,+107.9987546E-03,+517.4579124E-03
-73.9000E-06,+625.7842177E-03,+107.3037110E-03,+518.2451273E-03
-73.8000E-06,+625.8765453E-03,+106.2553264E-03,+519.3785342E-03
-73.7000E-06,+625.8363457E-03,+104.8831441E-03,+520.7129202E-03
-73.6000E-06,+626.1984794E-03,+104.1413337E-03,+521.8196443E-03
-73.5000E-06,+626.0910575E-03,+102.7062953E-03,+523.1363853E-03
-73.4000E-06,+626.4959535E-03,+101.9767450E-03,+524.2844556E-03
-73.3000E-06,+626.3294265E-03,+100.8143591E-03,+525.2718997E-03
-73.2000E-06,+626.0003881E-03,+99.8335766E-03,+525.9247770E-03
-73.1000E-06,+626.5282593E-03,+98.9575448E-03,+527.3281056E-03
-73.0000E-06,+626.5942152E-03,+97.9182903E-03,+528.4283960E-03
-72.9000E-06,+626.5484132E-03,+96.9097917E-03,+529.3870604E-03
-72.8000E-06,+626.6426404E-03,+96.1214678E-03,+530.2757454E-03
-72.7000E-06,+626.7666283E-03,+95.1208932E-03,+531.3987662E-03
-72.6000E-06,+626.7783636E-03,+93.9155215E-03,+532.6153590E-03
-72.5000E-06,+627.0806987E-03,+93.2867175E-03,+533.5491614E-03
-72.4000E-06,+627.1347563E-03,+92.0381915E-03,+534.8542786E-03
-72.3000E-06,+627.1922936E-03,+91.7170291E-03,+535.2318453E-03
-72.2000E-06,+627.2415451E-03,+90.6589473E-03,+536.3457304E-03
-72.1000E-06,+627.1379043E-03,+89.8965429E-03,+537.0024348E-03
-72.0000E-06,+627.5661569E-03,+88.7333608E-03,+538.5862402E-03
-71.9000E-06,+627.5657226E-03,+87.7841906E-03,+539.5272127E-03
-71.8000E-06,+627.5972142E-03,+87.0150559E-03,+540.3235352E-03
-71.7000E-06,+627.8225873E-03,+86.0230026E-03,+541.5582227E-03
-71.6000E-06,+627.5821256E-03,+85.3951936E-03,+541.9322415E-03
-71.5000E-06,+627.6770886E-03,+84.2745930E-03,+543.1614112E-03
-71.4000E-06,+627.7070784E-03,+83.8077030E-03,+543.6467127E-03
-71.3000E-06,+627.8725021E-03,+83.0602119E-03,+544.5616607E-03
-71.2000E-06,+628.0525800E-03,+81.7201846E-03,+546.0752295E-03
-71.1000E-06,+628.1014273E-03,+81.1956724E-03,+546.6588944E-03
-71.0000E-06,+628.3223258E-03,+80.3448845E-03,+547.7272626E-03
-70.9000E-06,+628.2322840E-03,+79.5729637E-03,+548.4031497E-03
-70.8000E-06,+628.0452468E-03,+78.9525058E-03,+548.8454268E-03
-70.7000E-06,+628.5627573E-03,+78.1533513E-03,+550.1499103E-03
-70.6000E-06,+628.5641744E-03,+77.4969875E-03,+550.8092851E-03
-70.5000E-06,+628.4479720E-03,+76.5460082E-03,+551.6516732E-03
-70.4000E-06,+628.5673224E-03,+75.7325611E-03,+552.5872288E-03
-70.3000E-06,+628.6915213E-03,+75.1141959E-03,+553.3216721E-03
-70.2000E-06,+628.9375732E-03,+74.1586996E-03,+554.5236577E-03
-70.1000E-06,+629.1092325E-03,+73.6321372E-03,+555.2198899E-03
-70.0000E-06,+628.9651207E-03,+72.6368936E-03,+556.0830602E-03
-69.9000E-06,+629.0611569E-03,+71.9725154E-03,+556.8374191E-03
-69.8000E-06,+629.1306227E-03,+71.3187511E-03,+557.5659948E-03
-69.7000E-06,+628.9535061E-03,+70.7489618E-03,+557.9425737E-03
-69.6000E-06,+629.2154361E-03,+69.6323355E-03,+559.3234625E-03
-69.5000E-06,+629.4183157E-03,+68.9951429E-03,+560.1614371E-03
-69.4000E-06,+629.0576773E-03,+68.1722822E-03,+560.6270123E-03
-69.3000E-06,+629.4181226E-03,+67.4670957E-03,+561.6886600E-03
-69.2000E-06,+629.5853252E-03,+67.0056026E-03,+562.3228520E-03
-69.1000E-06,+629.3780436E-03,+66.4140312E-03,+562.7156183E-03
-69.0000E-06,+629.5315690E-03,+65.8211811E-03,+563.4528631E-03
-68.9000E-06,+629.5548228E-03,+65.1797251E-03,+564.1263913E-03
-68.8000E-06,+629.5347169E-03,+64.7588660E-03,+564.5267031E-03
-68.7000E-06,+629.6481634E-03,+64.2417775E-03,+565.1597961E-03
-68.6000E-06,+629.5378649E-03,+63.1366274E-03,+566.1384701E-03
-68.5000E-06,+629.6717790E-03,+62.4609963E-03,+566.9572188E-03
-68.4000E-06,+629.9336007E-03,+61.9412545E-03,+567.7420539E-03
-68.3000E-06,+629.6042128E-03,+61.4430236E-03,+567.9092002E-03
-68.2000E-06,+629.6619734E-03,+60.3983175E-03,+569.0038824E-03
-68.1000E-06,+629.9858494E-03,+59.8554246E-03,+569.8603864E-03
-68.0000E-06,+630.0030966E-03,+59.1456184E-03,+570.6031645E-03
-67.9000E-06,+630.0768862E-03,+58.5547282E-03,+571.2642025E-03
-67.8000E-06,+630.1880534E-03,+58.3089778E-03,+571.6270516E-03
-67.7000E-06,+630.0643670E-03,+57.4853332E-03,+572.3241685E-03
-67.6000E-06,+630.1687917E-03,+57.1045229E-03,+572.8013377E-03
-67.5000E-06,+630.2987438E-03,+56.2278637E-03,+573.8053823E-03
-67.4000E-06,+630.4149463E-03,+55.9550180E-03,+574.1966111E-03
-67.3000E-06,+630.3493822E-03,+55.1772960E-03,+574.9059651E-03
-67.2000E-06,+630.5649016E-03,+54.8844170E-03,+575.4290336E-03
-67.1000E-06,+630.4644267E-03,+54.1706790E-03,+576.0433321E-03
-67.0000E-06,+630.4106403E-03,+53.3984566E-03,+576.7495080E-03
-66.9000E-06,+630.6783481E-03,+52.9222613E-03,+577.4872517E-03
-66.8000E-06,+630.3811151E-03,+52.3797180E-03,+577.7461047E-03
-66.7000E-06,+630.3490383E-03,+51.8516782E-03,+578.2385408E-03
-66.6000E-06,+630.7471081E-03,+50.9527120E-03,+579.5350965E-03
-66.5000E-06,+630.5036614E-03,+50.5250868E-03,+579.7167918E-03
-66.4000E-06,+630.8672725E-03,+49.8864046E-03,+580.7210798E-03
-66.3000E-06,+630.9865145E-03,+49.4611916E-03,+581.2697175E-03
-66.2000E-06,+630.4804500E-03,+48.9190704E-03,+581.3072575E-03
-66.1000E-06,+630.4890496E-03,+48.3056866E-03,+581.9287209E-03
-66.0000E-06,+630.9900544E-03,+47.7947009E-03,+582.9369168E-03
-65.9000E-06,+630.9893788E-03,+47.2932740E-03,+583.4405400E-03
-65.8000E-06,+631.0513728E-03,+46.6366087E-03,+584.1554523E-03
-65.7000E-06,+630.8103684E-03,+46.2750177E-03,+584.2749011E-03
-65.6000E-06,+630.9389637E-03,+45.5541396E-03,+585.1169764E-03
-65.5000E-06,+631.1177509E-03,+45.1713874E-03,+585.6840144E-03
-65.4000E-06,+631.7588753E-03,+44.7685416E-03,+586.7271792E-03
-65.3000E-06,+631.2017201E-03,+44.3732278E-03,+586.5604568E-03
-65.2000E-06,+631.1891585E-03,+43.9272455E-03,+586.9971141E-03
-65.1000E-06,+631.4646998E-03,+43.2722931E-03,+587.9344265E-03
-65.0000E-06,+631.4759951E-03,+43.0352809E-03,+588.1862966E-03
-64.9000E-06,+631.2963694E-03,+42.3537458E-03,+588.6752546E-03
-64.8000E-06,+631.2465450E-03,+41.9368789E-03,+589.0381447E-03
-64.7000E-06,+631.1636132E-03,+41.4364950E-03,+589.4712302E-03
-64.6000E-06,+631.5139390E-03,+41.0233611E-03,+590.2295585E-03
-64.5000E-06,+631.5863237E-03,+40.6623251E-03,+590.6543669E-03
-64.4000E-06,+631.7881838E-03,+39.9560890E-03,+591.5707868E-03
